Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,beldi-khal-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/ScreenShot2024-03-07at8.45.31AM.png?v=1709819146,4,Beldi Khal Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,"<meta charset=""UTF-8"">
<div class=""ewa-rteLine"" data-mce-fragment=""1"">This Safi marvel isn't just a bowl, it's a hallmark to centuries old tradition! Handmade from Moroccan red Safi clay and decked out in a zesty color palette with snazzy Moroccan patterns, it's the perfect piece to jazz up your space and wow your guests. Warning: It may steal the spotlight from your other decor! Safi Ceramics - Legacy of Artistry and Color.</div>
<div class=""ewa-rteLine"" data-mce-fragment=""1""><span>  </span></div>
<div class=""ewa-rteLine"" data-mce-fragment=""1""><span>Size and color may vary slightly as each piece is hand-thrown and hand-glazed.</span></div>
<div class=""ewa-rteLine"" data-mce-fragment=""1""> </div>
<div class=""ewa-rteLine"" data-mce-fragment=""1""><strong>For Aficionados of Authenticity and Elegance:</strong></div>
<div class=""ewa-rteLine"" data-mce-fragment=""1"">Designed for those who cherish a blend of authenticity, artistic flair, and sophistication, our Safi Ceramics are perfect for enhancing any space with a touch of Moroccan elegance.</div>",Asfi,,Bowls,['Kitchenware'],TRUE,Active,,,Color,Black,,Size,Small,,,,,35.00,,,TRUE,,,,,,shopify,,FALSE,771,g,TRUE,manual,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Black1.jpg?v=1708564557,1,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Black1.jpg?v=1708564557,FALSE,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,"This Safi marvel isn't just a bowl, it's a hallmark to centuries old tradition! Handmade from Moroccan red Safi clay and decked out in a zesty color palette with snazzy Moroccan patterns, it's the perfect piece to jazz up your space and wow your guests. Warning: It may steal the spotlight from your other decor! Safi...",,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Black,,,Medium,,,,,45.00,,,TRUE,,,,,,shopify,,FALSE,1102,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Black1.jpg?v=1708564557,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Blue,,,Small,,,,,35.00,,,TRUE,,,,,,shopify,,FALSE,771,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Blue1.jpg?v=1708564556,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Blue,,,Medium,,,,,45.00,,,TRUE,,,,,,shopify,,FALSE,1102,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Blue1.jpg?v=1708564556,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Black2.jpg?v=1708564557,2,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Black3.jpg?v=1708564556,3,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Blue1.jpg?v=1708564556,4,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Blue2.jpg?v=1708564556,5,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Blue3.jpg?v=1708564556,6,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Photoroom_009_20240212_1513552.jpg?v=1708566374,7,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Photoroom_008_20240212_1513552.jpg?v=1708566409,8,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Photoroom_010_20240212_1513552.jpg?v=1708566432,9,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/Photoroom_011_20240212_1513552.jpg?v=1708566451,10,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/ScreenShot2024-03-08at8.18.48AM.png?v=1709904420,11,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-doda-bowl-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/ScreenShot2024-03-08at8.21.38AM.png?v=1709904420,12,Beldi Doda Bowl | Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,"<meta charset=""UTF-8"">
<div data-mce-fragment=""1"" class=""ewa-rteLine"">
<meta charset=""UTF-8"">
<div data-mce-fragment=""1"" class=""ewa-rteLine"">This Safi marvel isn't just a plate, it's a hallmark to centuries old tradition! Handmade from Moroccan red Safi clay and decked out in a zesty color palette with snazzy Moroccan patterns, it's the perfect piece to jazz up your space and wow your guests. Warning: It may steal the spotlight from your other decor! </div>
<div data-mce-fragment=""1"" class=""ewa-rteLine""><br></div>
<div data-mce-fragment=""1"" class=""ewa-rteLine"">
<div data-mce-fragment=""1"" class=""ewa-rteLine"">
<div data-mce-fragment=""1"" class=""ewa-rteLine""><span>Size and color may vary slightly as each piece is hand-thrown and hand-glazed.</span></div>
<div data-mce-fragment=""1"" class=""ewa-rteLine""><br></div>
<div data-mce-fragment=""1"" class=""ewa-rteLine""><strong>For Aficionados of Authenticity and Elegance:</strong></div>
<div data-mce-fragment=""1"" class=""ewa-rteLine"">Designed for those who cherish a blend of authenticity, artistic flair, and sophistication, our Safi Ceramics are perfect for enhancing any space with a touch of Moroccan elegance. </div>
</div>
</div>
</div>",Asfi,,Plate,"['Decor', 'Kitchenware']",TRUE,Active,,,Color,Pistachio,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1157,g,TRUE,manual,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/19-added-PhotoRoom.jpg?v=1706714655,1,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/19-added-PhotoRoom.jpg?v=1706714655,FALSE,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,"This Safi marvel isn't just a plate, it's a hallmark to centuries old tradition! Handmade from Moroccan red Safi clay and decked out in a zesty color palette with snazzy Moroccan patterns, it's the perfect piece to jazz up your space and wow your guests. Warning: It may steal the spotlight from your other decor! Siz...",,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Red,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1157,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/21-added-PhotoRoom_88ea83fe-94a5-4347-b8d4-0cd5a68f47a4.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Black White,,,,,,,,135.00,,,TRUE,,,,,,shopify,,FALSE,2540,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/27-added-PhotoRoom_9279b59c-d645-4c0c-986f-f0a16fa3554c.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,White Black,,,,,,,,135.00,,,TRUE,,,,,,shopify,,FALSE,2540,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/41-added-PhotoRoom_bbf802b0-4809-463c-81d4-ffded1f0ad41.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Turquoise Small,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1157,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/163477EC-77AA-4639-A81F-E98BD135B46A.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Turquoise Medium,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1724,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/6C6E6924-71D1-4F8F-9E99-E9F69415C82D.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Grey,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1157,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/A66BF87B-7AC6-4258-BA7F-BAD6F4AB5311.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Indigo,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,1157,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/30BC9B66-BE86-42C2-8D68-851C7A6955C8.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Blue Medium,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,680,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/71D65BB6-60EC-43A1-9E16-49592A0BE795.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,Green Medium,,,,,,,,115.00,,,TRUE,,,,,,shopify,,FALSE,680,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/256A879F-9421-438A-B75F-DBA9902A424F.jpg?v=1709820806,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/12Pistachio.png?v=1709820806,2,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/19-PhotoRoom_1183e85a-dd43-4cee-91b3-09b99f31e7af.jpg?v=1709820806,3,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/20-PhotoRoom_f3a42460-490a-4c65-b860-fa9c0859fadc.jpg?v=1709820806,4,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/21-added-PhotoRoom_88ea83fe-94a5-4347-b8d4-0cd5a68f47a4.jpg?v=1709820806,5,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/21-PhotoRoom_15c50944-b5d2-4436-bd38-68e9ea52e7f8.jpg?v=1709820806,6,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/12Red.png?v=1709820806,7,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/22-PhotoRoom_39d6dda7-f894-4215-a04e-2d75d088fd19.jpg?v=1709820806,8,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/27-added-PhotoRoom_9279b59c-d645-4c0c-986f-f0a16fa3554c.jpg?v=1709820806,9,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/27-PhotoRoom_f1fe3500-b101-48a4-a827-6f3fbd98c29e.jpg?v=1709820806,10,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/28-PhotoRoom_ee85b5ce-92bb-4723-9e74-c8d8a3a0552f.jpg?v=1709820806,11,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/16Black.png?v=1709820806,12,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/41-PhotoRoom_c1282bad-069c-4749-81f7-5c5d84bfea45.jpg?v=1709820806,13,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/41-added-PhotoRoom_bbf802b0-4809-463c-81d4-ffded1f0ad41.jpg?v=1709820806,14,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/42-modified-PhotoRoom.jpg?v=1709820806,15,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/42-PhotoRoom_209bc682-f907-4e1f-94e8-a20a83d8ed19.jpg?v=1709820806,16,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/16White.png?v=1709820806,17,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/71D65BB6-60EC-43A1-9E16-49592A0BE795.jpg?v=1709820806,18,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/AC82B009-0FC5-481C-8037-A5FEEA0A49AB.jpg?v=1709820806,19,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/A08B0053-9518-4CAF-80FF-697AB899DBD1.jpg?v=1709820806,20,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/256A879F-9421-438A-B75F-DBA9902A424F.jpg?v=1709820806,21,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/0284255D-1216-49B6-BDEE-7E2F082E99F2.jpg?v=1709820806,22,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/CF3B18B6-2E9B-4210-B82A-0A8823BFA8B5.jpg?v=1709820806,23,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/10Blue.png?v=1709820806,24,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/6F816587-7175-4C59-BE50-157C377DFD36.jpg?v=1709820806,25,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/12Grey.png?v=1709820806,26,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/163477EC-77AA-4639-A81F-E98BD135B46A.jpg?v=1709820806,27,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/9884A6F0-6F71-4B41-916D-E7BB39229FC2.jpg?v=1709820806,28,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/14Turquoise.png?v=1709820806,29,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
,beldi-carre-plate-handcrafted-safi-clay-pottery-natural-pigments-traditional-moroccan-craftsmanship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0822/4905/6550/files/12Turquoise.png?v=1709820806,30,Beldi Carre Plate| Handcrafted Safi Clay Pottery – Natural Pigments & Traditional Moroccan Craftsmanship,,,,,,,,,,,,,,,,,,
